-16.0084	-0.00699797
-15.9458	0.00828443
-15.8833	0.0536729
-15.8208	-0.00583936
-15.7582	0.0254331
-15.6957	-0.0142933
-15.6332	-0.0381995
-15.5706	-0.012315
-15.5081	0.0115798
-15.4456	0.046138
-15.383	-0.0475785
-15.3205	0.00786554
-15.258	-0.00568383
-15.1954	-0.00108087
-15.1329	-0.00537816
-15.0704	-0.00235901
-15.0078	-0.00549996
-14.9453	-0.000418359
-14.8828	0.0019017
-14.8202	0.00633752
-14.7577	0.00509198
-14.6952	0.00676692
-14.6326	0.00536278
-14.5701	0.00690078
-14.5076	0.00648193
-14.445	0.00946233
-14.3825	0.00885886
-14.32	0.000117412
-14.2574	-0.005535
-14.1949	-0.00536286
-14.1324	-0.00618346
-14.0698	-0.00705804
-14.0073	-0.00872648
-13.9448	-0.014671
-13.8822	-0.0169324
-13.8197	0.00101857
-13.7572	0.00249802
-13.6946	0.00119017
-13.6321	0.00319916
-13.5696	0.00486416
-13.5071	0.0209778
-13.4445	-0.00409378
-13.382	-0.0136558
-13.3195	-0.00837346
-13.2569	-0.0115106
-13.1944	-0.0308559
-13.1319	0.0110791
-13.0693	0.0174853
-13.0068	0.0286675
-12.9443	0.0366692
-12.8817	-0.0425919
-12.8192	0.00516375
-12.7567	0.0293736
-12.6941	-0.00449296
-12.6316	0.00925178
-12.5691	-0.000156885
-12.5065	0.00521352
-12.444	5.44E-005
-12.3815	0.00293561
-12.3189	-0.00230989
-12.2564	-0.00431466
-12.1939	-0.0143496
-12.1313	-0.0144173
-12.0688	-0.012482
-12.0063	-0.00624063
-11.9437	-0.00609734
-11.8812	-0.00294965
-11.8187	-0.00474647
-11.7561	-0.0026189
-11.6936	-0.00417346
-11.6311	0.00413236
-11.5685	0.0227744
-11.506	0.0241438
-11.4435	0.00796335
-11.3809	0.00759499
-11.3184	0.00258259
-11.2559	0.00675763
-11.1933	0.00418985
-11.1308	0.00680673
-11.0683	-0.0436756
-11.0057	-0.0250092
-10.9432	-0.00705082
-10.8807	-0.00818725
-10.8181	-0.00731042
-10.7556	-0.0190623
-10.6931	0.0448604
-10.6305	0.0370062
-10.568	-0.0103973
-10.5055	0.0329507
-10.443	-0.033362
-10.3804	-0.0508528
-10.3179	-0.0112181
-10.2554	0.0566321
-10.1928	-0.0105666
-10.1303	-0.00486807
-10.0678	0.00604694
-10.0052	-0.00108766
-9.94269	0.00521592
-9.88016	0.000386386
-9.81763	0.00467359
-9.75509	0.00149127
-9.69256	0.00470553
-9.63003	0.00245221
-9.56749	0.00446506
-9.50496	0.00173917
-9.44243	0.00113485
-9.3799	-0.00207637
-9.31736	-0.00243168
-9.25483	-0.00373868
-9.1923	-0.0035036
-9.12977	-0.00401456
-9.06723	-0.00442251
-9.0047	-0.00496157
-8.94217	-0.00693763
-8.87963	-0.00843064
-8.8171	-0.00724184
-8.75457	0.00230551
-8.69204	0.00490445
-8.62951	0.00710399
-8.56697	0.00529852
-8.50444	0.0081297
-8.44191	0.00702541
-8.37937	0.015516
-8.31684	0.0208967
-8.25431	-0.00105375
-8.19178	-0.0133853
-8.12924	-0.00592897
-8.06671	-0.0135171
-8.00418	-0.0160094
-7.94164	-0.0482083
-7.87911	0.0308124
-7.81658	-0.00435568
-7.75405	0.0644928
-7.69151	-0.0210461
-7.62898	-0.0422812
-7.56645	0.019732
-7.50392	-0.0137085
-7.44139	0.00657802
-7.37885	-0.00843052
-7.31632	0.00417384
-7.25379	-0.00539484
-7.19125	0.00373994
-7.12872	-0.00307898
-7.06619	0.0044225
-7.00366	-0.000213285
-6.94112	0.0064759
-6.87859	0.00360067
-6.81606	0.00944327
-6.75352	0.0066965
-6.69099	0.00996114
-6.62846	0.00615192
-6.56593	0.00730489
-6.5034	0.00387634
-6.44086	0.00463638
-6.37833	0.00241057
-6.3158	0.00291201
-6.25326	0.00132102
-6.19073	-0.000599477
-6.1282	-0.00615123
-6.06567	-0.0185658
-6.00313	-0.0246172
-5.9406	-0.0196814
